Datum,Unternehmen,Produkt,Modifikation,Produktionslinie,Schicht,Stueckzahl,Ausschuss,Betriebsstunden,Stillstandszeit_Min,MaxTemperatur,Durchschnittstemperatur,Softwareversion,Firmwareversion,EndOfLine_Test,Materialkosten,Energieverbrauch_kWh,Auftragsnummer,Status,Fehlercode,Mitarbeiter_Produktion
2019-12-28,Industrium GmbH,Industrie-Server,SRV-520,Linie 2,Früh,229,18,8.3,27,80.7,79.1,v4.3,f2.0,Bestanden,5669.68,23.47,A-34275,in Produktion,VIBRATION,90
2019-12-28,NextFactory Solutions,Monitoring Unit,MON-820,Linie 2,Spät,276,21,8.3,38,84.7,77.9,v3.0,f1.6,Bestanden,6866.62,25.7,A-66372,Fehler,POWER_FAIL,110
2019-12-29,ControlWare KG,Edge Controller,EC-200,Linie 3,Früh,34,3,3.2,52,60.5,53.7,v2.6,f3.2,Bestanden,8118.5,29.73,A-56735,in Produktion,TEMP_HIGH,75
2019-12-29,ControlWare KG,Control Panel,CP-470,Linie 1,Spät,27,2,5.5,40,86.3,76.6,v3.8,f2.7,Bestanden,9428.48,24.43,A-48139,in Produktion,I/O_ERROR,75
2019-12-29,ControlWare KG,Industrie-Server,SRV-500,Linie 1,Früh,62,5,8.8,48,77.4,72.4,v3.6,f1.9,Bestanden,2251.01,34.88,A-19366,pausiert,VIBRATION,75
2019-12-29,NextFactory Solutions,Edge Controller,EC-250,Linie 1,Nacht,33,2,9.1,5,66.2,58.1,v1.7,f3.3,Bestanden,1375.79,39.87,A-57182,Fehler,POWER_FAIL,110
2019-12-29,ControlWare KG,Monitoring Unit,MON-800,Linie 1,Spät,71,5,8.6,35,57.5,54.7,v3.9,f1.3,Bestanden,4148.18,34.27,A-58352,pausiert,TEMP_HIGH,75
2019-12-30,Industrium GmbH,Industrie-Server,SRV-500,Linie 3,Spät,26,2,8.4,43,49.8,48.3,v1.3,f2.7,Bestanden,3237.65,26.63,A-75151,Fehler,TEMP_HIGH,90
2019-12-30,ControlWare KG,Embedded Box PC,EPC-35,Linie 2,Spät,266,21,7.8,58,62.1,60.0,v1.9,f3.1,Bestanden,1412.54,23.28,A-65157,in Produktion,I/O_ERROR,75
2019-12-30,Industrium GmbH,Industrie-PC,IPC-100,Linie 3,Nacht,285,21,9.6,32,63.4,53.8,v1.8,f3.7,Bestanden,6656.61,25.97,A-31362,Fehler,TEMP_HIGH,90
2019-12-31,ControlWare KG,Industrie-Server,SRV-500,Linie 2,Spät,86,2,11.3,17,84.3,80.6,v1.8,f2.9,Bestanden,8382.47,12.93,A-99981,Fehler,-,75
2019-12-31,ControlWare KG,Industrie-Server,SRV-520,Linie 2,Spät,138,4,4.7,16,81.0,77.4,v1.9,f3.6,Bestanden,5406.97,31.44,A-83773,pausiert,TEMP_HIGH,75
2019-12-31,ControlWare KG,Automation Unit,AU-710,Linie 3,Früh,165,5,11.0,41,53.9,50.5,v2.0,f3.2,Bestanden,1799.81,21.09,A-35609,pausiert,I/O_ERROR,75
2019-12-31,Industrium GmbH,Control Panel,CP-430,Linie 2,Früh,45,3,9.9,26,74.7,68.1,v4.7,f2.6,Bestanden,9393.54,31.32,A-62017,abgeschlossen,I/O_ERROR,90
2019-12-31,Industrium GmbH,Automation Unit,AU-700,Linie 3,Spät,126,7,11.3,55,42.3,37.5,v1.6,f3.0,Nicht bestanden,7147.84,31.34,A-65155,Fehler,TEMP_HIGH,90
2020-01-01,Industrium GmbH,Edge Controller,EC-210,Linie 1,Nacht,203,4,3.1,55,83.2,76.6,v1.2,f2.5,Bestanden,9372.33,30.7,A-76200,Fehler,POWER_FAIL,90
2020-01-01,NextFactory Solutions,Industrie-PC,IPC-110,Linie 1,Nacht,214,20,5.8,6,65.7,60.6,v2.2,f2.5,Bestanden,3131.74,35.9,A-70157,in Produktion,POWER_FAIL,110
2020-01-01,ControlWare KG,Automation Unit,AU-700,Linie 4,Nacht,275,5,1.1,9,79.2,75.4,v2.0,f1.0,Bestanden,2057.11,12.27,A-93674,in Produktion,POWER_FAIL,75
2020-01-01,TechSystems AG,IO-Gateway,IOGW-50,Linie 1,Nacht,102,1,9.2,47,77.7,74.9,v3.5,f1.4,Bestanden,5928.09,14.59,A-84598,pausiert,TEMP_HIGH,120
2020-01-01,TechSystems AG,Edge Controller,EC-250,Linie 3,Nacht,26,0,4.3,4,77.3,69.4,v3.9,f3.1,Nicht bestanden,1212.53,10.7,A-50059,Fehler,-,120
2020-01-01,NextFactory Solutions,Monitoring Unit,MON-800,Linie 4,Spät,282,14,7.8,43,61.3,51.6,v1.6,f3.8,Bestanden,2944.58,21.09,A-40843,pausiert,-,110
2020-01-02,NextFactory Solutions,Automation Unit,AU-710,Linie 1,Spät,63,5,8.3,53,56.2,46.6,v3.5,f1.1,Bestanden,7227.98,24.2,A-93254,abgeschlossen,POWER_FAIL,110
2020-01-02,ControlWare KG,Industrie-Server,SRV-500,Linie 1,Früh,293,26,5.0,0,87.5,83.4,v3.6,f1.6,Bestanden,5255.92,35.46,A-82451,in Produktion,TEMP_HIGH,75
2020-01-02,NextFactory Solutions,Industrie-PC,IPC-100,Linie 4,Nacht,132,5,4.4,24,72.6,71.1,v2.8,f1.8,Bestanden,9210.43,38.9,A-85468,pausiert,POWER_FAIL,110
2020-01-02,Industrium GmbH,Industrie-PC,IPC-100,Linie 3,Früh,240,16,4.5,20,46.3,41.0,v2.0,f3.4,Bestanden,5545.22,28.14,A-47411,abgeschlossen,I/O_ERROR,90
2020-01-02,NextFactory Solutions,HMI-Terminal,HMI-10,Linie 1,Früh,266,6,9.9,5,58.3,55.5,v4.0,f2.1,Bestanden,4130.79,32.49,A-30907,abgeschlossen,I/O_ERROR,110
2020-01-03,ControlWare KG,Edge Controller,EC-210,Linie 2,Spät,78,2,9.7,9,53.2,45.0,v3.4,f1.6,Bestanden,3969.72,17.73,A-53898,Fehler,POWER_FAIL,75
2020-01-03,ControlWare KG,Industrie-PC,IPC-150,Linie 1,Spät,289,6,11.4,55,60.6,51.0,v3.5,f2.4,Bestanden,3064.98,12.17,A-72239,abgeschlossen,VIBRATION,75
2020-01-03,Industrium GmbH,Monitoring Unit,MON-800,Linie 1,Spät,140,13,2.7,8,51.7,43.4,v4.6,f3.8,Bestanden,2197.04,38.81,A-92258,abgeschlossen,TEMP_HIGH,90
2020-01-04,TechSystems AG,Industrie-Server,SRV-520,Linie 1,Früh,270,24,1.6,38,68.7,60.7,v3.1,f1.0,Bestanden,2760.38,6.57,A-12122,pausiert,-,120
2020-01-04,NextFactory Solutions,Robust Panel PC,RPPC-1100,Linie 2,Früh,112,3,6.9,6,66.7,56.8,v1.4,f3.7,Bestanden,8555.93,38.16,A-12729,pausiert,I/O_ERROR,110
2020-01-04,ControlWare KG,Edge Controller,EC-250,Linie 1,Früh,146,11,2.1,58,88.9,83.2,v4.6,f2.3,Bestanden,2986.97,37.0,A-42944,pausiert,VIBRATION,75
2020-01-04,Industrium GmbH,Control Panel,CP-470,Linie 3,Spät,226,5,3.4,20,64.3,60.1,v1.4,f1.8,Bestanden,7838.18,25.33,A-48990,pausiert,TEMP_HIGH,90
2020-01-04,TechSystems AG,Industrie-Server,SRV-520,Linie 4,Früh,173,4,8.1,26,40.6,38.2,v1.6,f2.6,Bestanden,4228.3,6.53,A-59314,abgeschlossen,-,120
2020-01-04,TechSystems AG,Automation Unit,AU-710,Linie 3,Früh,46,3,1.9,18,56.4,48.3,v2.0,f1.1,Bestanden,4398.96,15.77,A-41872,in Produktion,TEMP_HIGH,120
2020-01-05,TechSystems AG,HMI-Terminal,HMI-15,Linie 1,Spät,287,14,8.9,32,81.3,78.8,v4.5,f1.7,Bestanden,5291.58,29.84,A-44217,abgeschlossen,VIBRATION,120
2020-01-05,Industrium GmbH,Industrie-PC,IPC-150,Linie 4,Nacht,132,3,1.7,21,83.1,81.8,v1.1,f2.8,Bestanden,3015.52,39.08,A-61604,Fehler,I/O_ERROR,90
2020-01-05,Industrium GmbH,Industrie-Server,SRV-500,Linie 3,Früh,75,1,5.9,48,86.7,84.6,v1.3,f1.0,Bestanden,4606.07,10.84,A-47714,in Produktion,TEMP_HIGH,90
2020-01-06,ControlWare KG,Monitoring Unit,MON-800,Linie 3,Früh,293,26,3.4,33,80.5,73.6,v2.4,f1.8,Bestanden,2884.5,28.08,A-17226,abgeschlossen,-,75
2020-01-06,Industrium GmbH,HMI-Terminal,HMI-15,Linie 2,Früh,25,1,4.8,32,75.8,67.2,v1.8,f2.2,Bestanden,9368.33,32.15,A-80086,Fehler,VIBRATION,90
2020-01-06,TechSystems AG,Automation Unit,AU-710,Linie 4,Früh,174,14,9.3,48,79.9,76.1,v4.2,f1.6,Bestanden,6385.34,7.67,A-99414,abgeschlossen,TEMP_HIGH,120
2020-01-07,Industrium GmbH,HMI-Terminal,HMI-15,Linie 4,Nacht,157,9,5.5,39,71.2,63.3,v1.1,f1.4,Bestanden,7755.12,9.61,A-43059,pausiert,TEMP_HIGH,90
2020-01-07,TechSystems AG,Monitoring Unit,MON-800,Linie 1,Nacht,46,4,3.8,10,78.8,76.9,v1.8,f2.5,Bestanden,4580.95,15.65,A-57754,pausiert,VIBRATION,120
2020-01-07,Industrium GmbH,HMI-Terminal,HMI-15,Linie 2,Nacht,297,13,9.6,44,62.4,60.1,v2.0,f1.2,Bestanden,6383.96,19.1,A-34742,Fehler,TEMP_HIGH,90
2020-01-08,NextFactory Solutions,Control Panel,CP-400,Linie 3,Früh,199,16,6.6,45,72.6,65.5,v3.3,f3.6,Bestanden,6301.68,8.04,A-68994,in Produktion,I/O_ERROR,110
2020-01-08,NextFactory Solutions,Industrie-PC,IPC-150,Linie 3,Früh,68,3,11.3,13,67.1,66.1,v1.6,f1.6,Bestanden,9426.11,14.84,A-10562,Fehler,VIBRATION,110
2020-01-08,ControlWare KG,IO-Gateway,IOGW-50,Linie 1,Nacht,59,3,3.9,27,56.0,48.2,v1.8,f2.6,Bestanden,6047.62,11.54,A-73794,abgeschlossen,I/O_ERROR,75
2020-01-08,TechSystems AG,Embedded Box PC,EPC-35,Linie 1,Früh,93,3,6.3,20,72.9,71.0,v4.1,f2.7,Bestanden,3798.38,19.69,A-58818,abgeschlossen,I/O_ERROR,120
2020-01-08,Industrium GmbH,Edge Controller,EC-250,Linie 1,Nacht,160,10,6.5,31,76.7,68.3,v4.3,f1.5,Bestanden,6710.9,17.44,A-93726,Fehler,VIBRATION,90
2020-01-09,Industrium GmbH,Automation Unit,AU-700,Linie 3,Nacht,46,4,11.7,28,71.9,66.1,v2.4,f1.7,Bestanden,3835.7,17.38,A-89347,pausiert,VIBRATION,90
2020-01-09,Industrium GmbH,Industrie-PC,IPC-110,Linie 2,Früh,215,16,10.5,1,52.4,49.0,v4.2,f3.3,Bestanden,7812.25,37.89,A-85151,abgeschlossen,TEMP_HIGH,90
2020-01-09,NextFactory Solutions,IO-Gateway,IOGW-55,Linie 2,Spät,260,18,8.1,16,69.1,61.9,v1.3,f1.6,Bestanden,3782.22,37.7,A-57226,abgeschlossen,I/O_ERROR,110
2020-01-10,NextFactory Solutions,Control Panel,CP-470,Linie 2,Spät,62,2,10.6,49,86.8,79.5,v1.3,f2.0,Bestanden,7074.83,26.35,A-58713,in Produktion,POWER_FAIL,110
2020-01-10,ControlWare KG,Industrie-PC,IPC-110,Linie 1,Nacht,166,8,6.5,36,74.5,72.2,v1.2,f3.3,Bestanden,1480.62,22.2,A-85357,pausiert,POWER_FAIL,75
2020-01-10,TechSystems AG,Robust Panel PC,RPPC-1000,Linie 3,Spät,67,6,9.5,52,54.7,46.8,v4.4,f2.2,Bestanden,7338.63,34.24,A-91018,Fehler,-,120
2020-01-11,Industrium GmbH,Robust Panel PC,RPPC-1000,Linie 3,Spät,121,5,7.1,34,78.4,71.9,v3.4,f3.2,Bestanden,9075.2,34.15,A-55553,Fehler,VIBRATION,90
2020-01-11,ControlWare KG,Monitoring Unit,MON-820,Linie 3,Früh,269,14,11.4,36,45.8,41.1,v2.9,f3.5,Bestanden,4653.0,19.8,A-67519,abgeschlossen,I/O_ERROR,75
2020-01-11,TechSystems AG,Monitoring Unit,MON-820,Linie 4,Früh,57,2,2.5,17,42.8,38.6,v3.1,f1.4,Bestanden,1970.6,6.29,A-85236,abgeschlossen,I/O_ERROR,120
2020-01-11,ControlWare KG,IO-Gateway,IOGW-50,Linie 2,Nacht,103,4,4.8,31,82.1,79.0,v3.9,f3.9,Bestanden,6508.35,11.39,A-89915,Fehler,VIBRATION,75
2020-01-11,Industrium GmbH,Automation Unit,AU-710,Linie 3,Spät,62,2,2.2,36,81.5,71.5,v1.5,f2.9,Bestanden,3800.2,19.15,A-69316,Fehler,-,90
2020-01-12,Industrium GmbH,Robust Panel PC,RPPC-1100,Linie 4,Nacht,137,10,1.2,58,86.3,80.3,v4.0,f3.8,Bestanden,1374.7,25.87,A-88410,pausiert,VIBRATION,90
2020-01-12,Industrium GmbH,Industrie-Server,SRV-500,Linie 1,Früh,182,2,7.0,38,58.1,55.6,v2.7,f2.5,Bestanden,1365.76,15.91,A-82368,in Produktion,POWER_FAIL,90
2020-01-12,ControlWare KG,Industrie-Server,SRV-520,Linie 2,Spät,182,8,3.9,58,85.2,82.8,v3.5,f3.3,Bestanden,5131.92,18.91,A-83609,pausiert,POWER_FAIL,75
2020-01-12,Industrium GmbH,Industrie-Server,SRV-500,Linie 2,Nacht,212,11,1.6,48,42.0,37.3,v3.7,f2.9,Bestanden,3633.71,16.57,A-86319,pausiert,I/O_ERROR,90
2020-01-13,NextFactory Solutions,Automation Unit,AU-710,Linie 2,Nacht,169,12,4.7,34,87.0,83.2,v2.6,f2.3,Bestanden,6693.6,21.83,A-88665,in Produktion,-,110
2020-01-13,Industrium GmbH,Embedded Box PC,EPC-35,Linie 3,Nacht,156,10,8.9,54,40.1,34.3,v3.8,f3.1,Bestanden,5931.63,38.27,A-33600,pausiert,POWER_FAIL,90
2020-01-13,NextFactory Solutions,Embedded Box PC,EPC-30,Linie 3,Früh,232,22,6.6,42,58.4,49.3,v4.0,f1.7,Bestanden,7305.98,18.37,A-33872,in Produktion,TEMP_HIGH,110
2020-01-13,Industrium GmbH,Edge Controller,EC-250,Linie 1,Nacht,295,20,10.4,52,66.4,62.6,v4.8,f1.5,Bestanden,7480.31,8.0,A-89301,Fehler,-,90
2020-01-13,Industrium GmbH,Monitoring Unit,MON-820,Linie 2,Nacht,44,0,10.5,42,82.1,74.6,v4.9,f3.3,Bestanden,9534.79,9.97,A-33761,abgeschlossen,-,90
2020-01-14,TechSystems AG,HMI-Terminal,HMI-15,Linie 1,Spät,107,3,5.5,55,54.1,44.4,v4.0,f1.5,Bestanden,2143.82,12.48,A-57034,Fehler,I/O_ERROR,120
2020-01-14,TechSystems AG,HMI-Terminal,HMI-15,Linie 1,Nacht,30,2,11.5,40,52.9,50.1,v1.1,f1.7,Bestanden,5908.14,26.58,A-43505,Fehler,VIBRATION,120
2020-01-14,Industrium GmbH,Industrie-Server,SRV-500,Linie 4,Früh,176,8,7.0,12,70.7,64.9,v3.7,f1.5,Bestanden,7391.8,18.02,A-58237,in Produktion,VIBRATION,90
2020-01-14,Industrium GmbH,Industrie-PC,IPC-110,Linie 2,Früh,38,3,2.2,57,69.5,62.8,v1.2,f3.6,Bestanden,9895.3,5.28,A-50084,pausiert,POWER_FAIL,90
2020-01-14,ControlWare KG,Automation Unit,AU-710,Linie 1,Früh,76,1,10.5,34,58.8,49.5,v2.5,f3.5,Bestanden,3273.83,35.67,A-31767,Fehler,VIBRATION,75
2020-01-15,NextFactory Solutions,Embedded Box PC,EPC-35,Linie 4,Spät,253,5,4.2,48,54.6,45.8,v4.6,f3.6,Bestanden,4203.87,29.67,A-87980,Fehler,I/O_ERROR,110
2020-01-15,TechSystems AG,Industrie-PC,IPC-150,Linie 1,Früh,246,2,8.9,49,81.7,74.2,v4.7,f2.6,Bestanden,7512.05,35.55,A-87334,in Produktion,-,120
2020-01-15,ControlWare KG,Industrie-Server,SRV-500,Linie 4,Nacht,86,3,9.8,0,66.8,61.2,v1.2,f1.1,Bestanden,1298.58,20.69,A-70759,Fehler,-,75
2020-01-15,Industrium GmbH,Robust Panel PC,RPPC-1100,Linie 3,Früh,131,7,8.4,48,70.4,67.1,v1.7,f1.4,Bestanden,5225.35,15.52,A-23969,abgeschlossen,TEMP_HIGH,90
2020-01-15,Industrium GmbH,Industrie-PC,IPC-100,Linie 4,Spät,85,6,2.7,15,47.8,42.8,v4.3,f1.3,Bestanden,4704.16,17.14,A-13856,abgeschlossen,TEMP_HIGH,90
2020-01-16,ControlWare KG,Automation Unit,AU-710,Linie 2,Nacht,25,0,7.9,56,43.3,36.9,v1.0,f2.0,Bestanden,4760.07,17.43,A-45630,in Produktion,-,75
2020-01-16,NextFactory Solutions,Monitoring Unit,MON-820,Linie 3,Spät,222,21,11.8,0,87.7,84.2,v1.5,f1.3,Bestanden,4519.7,19.97,A-25498,pausiert,VIBRATION,110
2020-01-16,Industrium GmbH,Industrie-PC,IPC-110,Linie 3,Nacht,207,17,8.9,30,80.6,79.6,v3.7,f1.2,Bestanden,4170.48,19.91,A-52846,pausiert,I/O_ERROR,90
2020-01-16,NextFactory Solutions,Monitoring Unit,MON-820,Linie 2,Spät,20,1,6.7,37,68.7,61.5,v4.8,f3.1,Bestanden,6472.32,14.64,A-44817,abgeschlossen,VIBRATION,110
2020-01-16,NextFactory Solutions,Monitoring Unit,MON-800,Linie 1,Früh,128,4,8.9,2,68.8,61.9,v2.1,f1.8,Bestanden,2542.37,12.09,A-30604,Fehler,-,110
2020-01-16,TechSystems AG,HMI-Terminal,HMI-10,Linie 4,Spät,295,25,1.3,44,66.1,59.0,v3.4,f1.4,Bestanden,6417.61,20.69,A-88266,pausiert,-,120
2020-01-17,Industrium GmbH,HMI-Terminal,HMI-15,Linie 3,Spät,152,7,1.3,20,58.2,56.7,v3.1,f2.4,Nicht bestanden,7557.78,15.46,A-82049,in Produktion,I/O_ERROR,90
2020-01-17,NextFactory Solutions,Automation Unit,AU-710,Linie 3,Spät,210,20,3.0,2,54.5,50.6,v2.8,f3.0,Bestanden,3403.9,39.97,A-69611,abgeschlossen,VIBRATION,110
2020-01-17,Industrium GmbH,Edge Controller,EC-200,Linie 1,Spät,198,10,2.4,35,89.5,82.0,v1.3,f1.5,Bestanden,9924.47,23.0,A-72957,Fehler,I/O_ERROR,90
2020-01-17,Industrium GmbH,Edge Controller,EC-250,Linie 4,Nacht,92,3,1.6,45,71.6,64.4,v1.9,f2.0,Bestanden,5999.93,38.81,A-56586,Fehler,-,90
2020-01-18,TechSystems AG,Robust Panel PC,RPPC-1000,Linie 4,Nacht,75,0,4.6,55,41.5,32.9,v4.8,f2.9,Bestanden,6260.41,14.18,A-20712,abgeschlossen,I/O_ERROR,120
2020-01-18,TechSystems AG,IO-Gateway,IOGW-55,Linie 3,Spät,142,4,8.6,20,49.3,43.2,v3.9,f1.8,Bestanden,5738.07,5.05,A-52594,pausiert,TEMP_HIGH,120
2020-01-18,Industrium GmbH,Control Panel,CP-470,Linie 3,Früh,235,14,3.2,25,41.2,36.2,v4.5,f2.3,Bestanden,8545.61,14.51,A-98621,Fehler,TEMP_HIGH,90
2020-01-18,NextFactory Solutions,Monitoring Unit,MON-820,Linie 4,Spät,279,4,5.0,14,42.0,35.5,v1.1,f3.4,Bestanden,8561.26,7.59,A-70805,Fehler,-,110
2020-01-18,TechSystems AG,HMI-Terminal,HMI-15,Linie 3,Früh,187,6,11.2,34,72.0,66.5,v1.6,f1.3,Bestanden,6813.33,24.27,A-94280,abgeschlossen,VIBRATION,120
2020-01-18,TechSystems AG,Monitoring Unit,MON-800,Linie 4,Früh,248,17,11.3,23,40.2,35.9,v3.8,f3.2,Bestanden,1891.49,28.91,A-54003,in Produktion,-,120
2020-01-19,NextFactory Solutions,Monitoring Unit,MON-820,Linie 1,Spät,284,27,11.3,48,41.8,40.5,v1.8,f3.0,Bestanden,3299.94,32.93,A-12855,abgeschlossen,-,110
2020-01-19,TechSystems AG,Edge Controller,EC-200,Linie 4,Spät,143,2,9.4,45,56.0,47.7,v2.3,f2.0,Bestanden,5754.72,39.38,A-83627,abgeschlossen,-,120
2020-01-19,TechSystems AG,Automation Unit,AU-700,Linie 2,Spät,122,9,9.0,1,55.4,49.8,v3.4,f3.0,Bestanden,2375.18,15.65,A-55487,pausiert,I/O_ERROR,120
2020-01-19,ControlWare KG,Robust Panel PC,RPPC-1000,Linie 3,Nacht,163,5,10.3,8,45.1,38.4,v4.5,f2.7,Bestanden,3545.32,10.84,A-51780,in Produktion,POWER_FAIL,75
2020-01-19,Industrium GmbH,Monitoring Unit,MON-800,Linie 4,Früh,215,11,4.7,50,58.4,51.4,v3.4,f1.2,Bestanden,3961.17,33.9,A-64737,abgeschlossen,POWER_FAIL,90
2020-01-20,NextFactory Solutions,IO-Gateway,IOGW-55,Linie 4,Nacht,220,9,5.1,42,63.1,55.8,v1.5,f1.5,Bestanden,5054.77,31.41,A-45167,abgeschlossen,I/O_ERROR,110
2020-01-20,Industrium GmbH,Automation Unit,AU-700,Linie 1,Spät,74,5,1.7,41,62.2,53.0,v4.7,f1.6,Bestanden,2921.01,5.34,A-18530,pausiert,VIBRATION,90
2020-01-20,NextFactory Solutions,Embedded Box PC,EPC-35,Linie 3,Früh,266,23,7.0,44,72.2,63.3,v4.7,f1.0,Bestanden,4248.06,18.57,A-88815,Fehler,I/O_ERROR,110
2020-01-20,ControlWare KG,IO-Gateway,IOGW-50,Linie 2,Spät,242,10,5.8,12,79.1,73.4,v2.9,f1.8,Bestanden,6034.59,18.41,A-11783,pausiert,-,75
2020-01-20,NextFactory Solutions,Industrie-PC,IPC-110,Linie 2,Nacht,271,15,8.0,45,68.1,63.1,v1.7,f1.1,Bestanden,2961.42,13.85,A-21125,abgeschlossen,POWER_FAIL,110
2020-01-20,Industrium GmbH,Monitoring Unit,MON-800,Linie 3,Spät,295,20,8.2,44,73.5,64.6,v4.3,f2.1,Bestanden,5196.05,10.38,A-84101,pausiert,I/O_ERROR,90
2020-01-21,NextFactory Solutions,Monitoring Unit,MON-800,Linie 1,Nacht,246,7,4.2,21,59.8,53.9,v4.9,f3.9,Bestanden,2150.92,9.42,A-66798,pausiert,VIBRATION,110
2020-01-21,ControlWare KG,Industrie-Server,SRV-520,Linie 1,Früh,194,9,2.8,12,63.8,56.5,v3.4,f3.7,Bestanden,2677.15,20.29,A-31203,in Produktion,TEMP_HIGH,75
2020-01-21,NextFactory Solutions,Industrie-PC,IPC-100,Linie 4,Spät,142,11,6.4,50,54.0,51.0,v1.7,f2.0,Bestanden,9474.97,30.14,A-55731,pausiert,-,110
2020-01-21,NextFactory Solutions,Monitoring Unit,MON-820,Linie 1,Früh,171,3,4.6,5,49.1,46.3,v4.5,f1.2,Bestanden,4419.36,12.03,A-87111,pausiert,I/O_ERROR,110
2020-01-22,Industrium GmbH,Industrie-Server,SRV-500,Linie 2,Spät,253,18,8.2,18,64.7,56.4,v2.5,f1.3,Bestanden,2940.21,39.22,A-12976,Fehler,TEMP_HIGH,90
2020-01-22,ControlWare KG,Industrie-PC,IPC-110,Linie 4,Spät,149,13,11.7,47,47.5,37.7,v1.6,f3.2,Bestanden,4923.97,19.8,A-73012,abgeschlossen,I/O_ERROR,75
2020-01-22,ControlWare KG,Robust Panel PC,RPPC-1100,Linie 2,Früh,61,5,7.9,46,86.4,76.8,v1.1,f2.0,Bestanden,3122.3,25.65,A-83620,pausiert,I/O_ERROR,75
2020-01-22,TechSystems AG,Control Panel,CP-470,Linie 3,Nacht,200,19,5.8,45,70.3,65.8,v3.6,f3.2,Bestanden,6728.47,37.49,A-31677,in Produktion,TEMP_HIGH,120
2020-01-22,ControlWare KG,IO-Gateway,IOGW-55,Linie 4,Nacht,195,8,3.4,34,70.8,66.7,v1.9,f1.8,Bestanden,1673.72,21.33,A-83727,in Produktion,VIBRATION,75
2020-01-23,NextFactory Solutions,IO-Gateway,IOGW-50,Linie 3,Früh,49,0,1.2,0,72.1,67.8,v4.5,f3.8,Bestanden,6942.52,23.28,A-54238,pausiert,TEMP_HIGH,110
2020-01-23,TechSystems AG,Embedded Box PC,EPC-30,Linie 3,Spät,150,14,8.7,40,45.9,40.7,v4.8,f3.2,Bestanden,6226.54,16.51,A-56101,abgeschlossen,-,120
2020-01-23,NextFactory Solutions,Robust Panel PC,RPPC-1000,Linie 3,Nacht,243,14,9.9,28,78.5,70.0,v3.2,f1.7,Nicht bestanden,1960.35,12.92,A-89855,Fehler,TEMP_HIGH,110
2020-01-23,TechSystems AG,Edge Controller,EC-200,Linie 3,Nacht,82,1,9.9,56,53.8,51.8,v2.9,f2.6,Bestanden,5952.73,33.91,A-66620,pausiert,I/O_ERROR,120
2020-01-23,ControlWare KG,Control Panel,CP-430,Linie 2,Früh,164,1,1.9,15,68.4,59.7,v4.8,f3.5,Bestanden,8355.34,31.86,A-19980,Fehler,TEMP_HIGH,75
2020-01-23,NextFactory Solutions,Automation Unit,AU-710,Linie 1,Spät,110,5,10.7,34,67.4,60.0,v3.0,f1.2,Bestanden,8022.46,22.64,A-35881,pausiert,POWER_FAIL,110
2020-01-24,ControlWare KG,Industrie-PC,IPC-110,Linie 3,Nacht,123,6,7.4,7,88.5,80.8,v4.4,f2.3,Bestanden,5297.52,38.12,A-37802,Fehler,-,75
2020-01-24,NextFactory Solutions,Industrie-Server,SRV-500,Linie 1,Früh,93,1,11.7,35,76.6,68.1,v4.2,f1.5,Bestanden,5813.06,8.95,A-65701,Fehler,-,110
2020-01-24,TechSystems AG,Robust Panel PC,RPPC-1000,Linie 4,Spät,269,19,4.9,0,88.0,82.5,v2.9,f1.0,Bestanden,2535.93,28.86,A-12050,abgeschlossen,POWER_FAIL,120
2020-01-24,NextFactory Solutions,Industrie-Server,SRV-500,Linie 2,Früh,234,19,9.8,15,73.4,65.6,v1.0,f1.2,Bestanden,9883.15,28.06,A-57102,in Produktion,-,110
2020-01-24,NextFactory Solutions,Industrie-PC,IPC-110,Linie 2,Nacht,198,5,5.9,57,45.1,42.4,v4.5,f1.0,Bestanden,1451.16,9.29,A-15368,in Produktion,VIBRATION,110
2020-01-25,NextFactory Solutions,Control Panel,CP-400,Linie 4,Nacht,158,14,7.4,33,42.8,39.3,v1.3,f2.7,Bestanden,7591.14,11.76,A-56493,pausiert,-,110
2020-01-25,Industrium GmbH,Robust Panel PC,RPPC-1100,Linie 3,Früh,95,3,1.6,50,71.7,69.6,v4.6,f2.8,Bestanden,6652.78,16.08,A-26207,Fehler,POWER_FAIL,90
2020-01-25,TechSystems AG,Industrie-Server,SRV-500,Linie 4,Spät,193,17,9.5,42,49.3,40.6,v2.7,f2.5,Bestanden,3215.11,12.15,A-56948,pausiert,TEMP_HIGH,120
2020-01-25,NextFactory Solutions,Embedded Box PC,EPC-30,Linie 1,Früh,113,1,5.8,29,89.0,87.2,v3.0,f3.6,Bestanden,9155.85,25.23,A-97905,Fehler,TEMP_HIGH,110
2020-01-26,ControlWare KG,Monitoring Unit,MON-820,Linie 2,Früh,79,7,9.0,55,82.8,74.5,v1.1,f1.9,Bestanden,8937.65,38.92,A-24342,abgeschlossen,VIBRATION,75
2020-01-26,TechSystems AG,HMI-Terminal,HMI-10,Linie 2,Früh,191,14,11.1,51,89.3,85.6,v3.3,f2.0,Bestanden,1515.22,13.96,A-40607,abgeschlossen,POWER_FAIL,120
2020-01-26,Industrium GmbH,Edge Controller,EC-210,Linie 1,Spät,212,2,10.4,20,72.0,65.7,v2.0,f3.5,Bestanden,8409.62,34.16,A-79355,in Produktion,TEMP_HIGH,90
